Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
精神 力 診断,Informational,70,"1.00,0.05,0.10,0.05,0.52,0.05,0.05,0.19,0.05,0.14,0.10,0.05",11,0.00,0.01,"Video, People also ask"
翻訳 性格,Informational,70,"1.00,0.78,1.00,1.00,0.78,0.56,0.56,0.33,0.44,0.56,0.56,0.56",27,0.00,0.33,"AI Overview, Reviews, Instant answer, Video, People also ask, Related searches"
自分 で 調べる,Informational,70,"0.82,0.12,0.12,0.06,0.06,0.12,1.00,0.06,0.18,0.06,0.06,0.06",19,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
自分 の 本当 の 気持ち 診断,Informational,70,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50",18,0.10,0.14,"Video, People also ask, Related searches"
自分 の 長所 診断 無料,Informational,70,"0.10,0.10,0.52,0.05,1.00,0.05,0.14,0.05,0.05,0.05,0.33,0.05",21,0.33,0.66,Video
自分 は どんな 人,Informational,70,"0.01,0.01,0.01,0.01,0.01,1.00,0.01,0.01,0.03,0.01,0.07,0.01",27,0.22,0.21,"Sitelinks, AI Overview, Video, People also ask, Related searches"
診断 性格 キャラ,Informational,70,"0.03,0.06,0.09,0.03,0.03,0.03,0.03,0.28,1.00,0.81,0.34,0.09",27,0.00,0.00,"Image pack, Related searches"
話題 診断,Informational,70,"0.01,0.06,1.00,0.03,0.01,0.03,0.01,0.01,0.03,0.01,0.54,1.00",25,0.00,0.01,"AI Overview, Video, People also ask, Related searches"
賢い 人 診断,Informational,70,"0.04,0.01,1.00,0.01,0.06,0.01,0.01,0.03,0.06,0.01,0.01,0.03",20,0.00,0.09,"Video, Related searches"
超 性格 診断,Informational,70,"0.02,0.02,0.02,0.02,0.19,1.00,0.02,0.07,0.02,0.03,0.19,0.24",12,0.27,0.33,"Reviews, Video, People also ask, Related searches"
車 性格 診断,Commercial,70,"0.03,0.03,0.03,0.08,1.00,0.44,0.03,0.05,0.08,0.05,0.03,0.03",22,0.00,0.33,"Video, People also ask, Related searches"
達観 し てる 人 診断,Informational,70,"0.08,0.02,0.06,0.02,1.00,0.15,0.02,0.02,0.02,0.02,0.02,0.19",14,0.00,0.33,"Sitelinks, Video, People also ask, Related searches"
適性 診断 性格,Commercial,70,"0.14,0.71,0.14,0.14,1.00,0.57,0.14,0.14,0.14,0.14,0.71,0.14",33,1.07,0.51,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Ads top, Ads bottom"
面接 性格 診断,Informational,70,"1.00,1.00,0.36,1.00,0.79,0.07,0.36,0.64,0.14,0.07,0.21,0.21",11,2.19,0.40,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads middle"
面接 診断,Informational,70,"0.02,0.02,0.06,0.02,0.23,0.29,1.00,0.02,0.10,0.02,0.02,0.02",16,0.96,0.25,"Video, People also ask, Related searches"
esp テスト 無料,Informational,50,"0.06,0.04,0.02,1.00,0.02,0.08,0.02,0.02,0.04,0.04,0.02,0.08",13,0.00,0.33,"Sitelinks, AI Overview, Reviews, People also ask, Related searches"
group test,Informational,50,"0.05,0.08,1.00,0.28,0.03,0.03,0.05,0.10,0.03,0.05,0.03,0.03",24,0.00,0.33,"AI Overview, Reviews, Image pack, Video, People also ask, Knowledge panel"
http www egogram f jp seikaku,Informational,50,"0.29,0.12,0.29,1.00,0.12,0.41,0.12,0.12,0.12,0.29,0.12,0.65",23,0.00,0.02,"AI Overview, Reviews, Video, Related searches"
hunter hunter 性格 診断,Informational,50,"0.08,0.03,0.08,0.03,0.67,0.03,0.03,0.18,0.03,0.03,1.00,0.28",12,0.00,0.33,"Sitelinks, Reviews, Image, Image pack, Video, Related searches"
intj 性格 診断,Informational,50,"0.64,1.00,0.82,0.82,0.64,0.82,1.00,0.82,0.64,0.82,1.00,1.00",26,0.18,0.37,"Sitelinks, Video, People also ask, Related searches"
line アイコン 性格 診断,Informational,50,"1.00,0.52,0.05,0.05,0.19,0.24,0.05,0.05,0.05,0.10,0.05,0.05",13,0.00,0.33,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches"
mbti 他人,Informational,50,"0.33,0.33,0.33,0.67,0.33,0.67,0.33,0.33,1.00,0.33,1.00,0.33",21,0.00,0.33,"Sitelinks, Video, People also ask, Related searches"
nbdi,Informational,50,"0.20,0.20,1.00,1.00,0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.20",14,0.00,0.33,"AI Overview, Image pack, Video"
あなた の 性格 占い,Informational,50,"0.03,0.03,0.03,0.03,0.03,0.34,1.00,0.06,0.03,0.12,0.03,0.28",10,0.39,0.17,"Video, Related searches"
コミュニケーション 苦手 診断,Informational,50,"0.82,0.09,0.09,1.00,0.45,0.09,0.45,0.09,0.09,0.09,0.27,0.18",14,0.61,0.33,"People also ask, Related searches"
ポテンシャル 診断,Informational,50,"0.53,0.06,0.18,0.06,0.06,0.06,0.06,1.00,0.06,0.06,0.24,0.06",21,0.55,0.33,"Video, People also ask, Related searches"
人 から どう 思 われ てる か 診断,Informational,50,"1.00,0.04,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.02",13,0.25,0.05,"Video, People also ask, Related searches, Ads bottom"
人格 適応 論 診断 テスト,Informational,50,"0.06,0.06,0.02,1.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.54",7,0.32,0.33,"Sitelinks, Reviews, Image pack, People also ask, Related searches"
人間 分析,Informational,50,"0.09,0.64,0.82,0.36,0.09,0.09,0.82,0.36,0.09,0.09,0.18,1.00",10,0.43,0.05,"AI Overview, Image pack, Video, People also ask, Related searches"
企業 性格 診断,Informational,50,"0.05,0.05,0.05,0.19,0.05,0.05,0.10,1.00,0.05,0.14,0.81,0.19",14,1.14,0.46,"Sitelinks, AI Overview, Video, People also ask, Related searches"
塾 選び 診断,Informational,50,"0.03,0.03,0.03,0.06,0.28,0.03,0.03,0.06,1.00,0.03,0.12,0.06",11,1.09,0.75,"Video, People also ask, Related searches"
性格 いい 人 診断,Informational,50,"0.06,0.41,0.12,0.18,1.00,0.06,0.06,0.06,0.06,0.06,0.65,0.06",19,0.13,0.09,"Video, People also ask, Related searches"
性格 診断 9 タイプ,Informational,50,"0.40,1.00,1.00,0.60,0.40,0.20,0.20,0.20,0.20,0.40,0.20,0.20",29,0.30,0.16,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
普通 の 人 診断,"Informational, Commercial",50,"0.65,1.00,0.06,0.06,0.06,0.06,0.65,0.29,0.29,0.24,0.06,0.18",10,0.16,0.33,"People also ask, Related searches"
自分 が どういう 人間 か わからない,Informational,50,"0.03,0.05,0.03,0.10,0.08,0.03,1.00,0.05,0.10,0.03,0.03,0.03",24,0.30,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
自分 に 合っ た 勉強 法 見つけ 方,Informational,50,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33",8,0.43,0.31,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
自分 に 合っ た 生き方 診断,Commercial,50,"0.05,1.00,0.81,0.10,0.05,0.05,0.05,0.33,0.19,0.05,0.05,0.05",10,0.32,0.33,"Sitelinks, Related searches"
自分 の こと を 知る 診断,Informational,50,"0.08,1.00,0.04,0.04,0.04,0.04,0.04,0.35,0.81,0.04,0.04,0.04",29,0.34,0.66,"AI Overview, Video, Video carousel, People also ask, Related searches"
色々 な 診断 テスト,Informational,50,"0.29,0.18,0.24,0.41,0.24,0.53,0.53,0.82,1.00,0.82,1.00,0.82",26,0.10,0.33,"Video, Related searches"
診断 性格 当たる,Informational,50,"1.00,0.12,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.03",27,0.13,0.09,"Video, People also ask, Related searches, Ads bottom"
