Keyword,Intent,Relevance,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
gemini sagittarius love,Informational,42,50,"1.00,0.83,0.61,0.61,0.33,0.44,0.61,0.44,0.44,0.33,0.17,0.17",20,0.00,0.02,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
gemini sagittarius marriage,Informational,42,50,"0.78,1.00,0.55,0.78,0.78,0.78,0.78,0.22,0.22,0.22,0.22,0.22",20,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
gemini scorpio love,Informational,39,50,"1.00,0.71,0.71,0.71,0.71,0.71,0.71,1.00,0.71,0.00,0.29,0.29",18,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
gemini scorpio marriage,Informational,43,50,"1.00,0.21,0.33,0.79,1.00,0.10,0.56,0.56,0.44,0.33,0.21,0.21",20,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
gemini scorpio moon,Informational,44,50,"1.00,1.00,0.70,1.00,1.00,0.70,0.70,0.70,1.00,0.28,0.28,0.28",4,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
gemini suitable partners,Informational,45,50,"1.00,1.00,1.00,1.00,0.70,0.70,1.00,0.28,0.28,0.28,0.28,0.28",20,0.02,0.05,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
gemini to gemini love compatibility,Informational,47,50,"1.00,0.78,0.78,0.55,0.44,0.78,0.78,0.00,0.78,0.00,0.00,0.78",25,0.04,0.03,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
gemini versus scorpio,Informational,38,50,"1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.79,0.50,1.00,0.79",18,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
gemini virgo love,Informational,41,50,"1.00,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.29,0.29,0.29,0.29",23,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
gemini virgo sex,Informational,44,50,"0.63,0.63,0.63,0.63,0.63,0.45,0.45,0.63,0.18,0.18,0.18,1.00",34,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums"
gemini vs sagittarius fight,"Informational, Commercial",36,50,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00",19,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
gemini with cancer compatibility,"Informational, Commercial",47,50,"0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,1.00,0.00,0.00",32,0.02,0.02,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
gemini with leo,Informational,41,50,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",22,0.02,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
gemini with scorpio,Informational,43,50,"0.29,0.29,0.21,0.21,0.14,0.36,0.50,0.36,0.36,0.36,0.50,1.00",17,0.02,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
gemini with scorpio moon,Informational,44,50,"0.70,1.00,0.70,1.00,1.00,0.70,0.70,0.70,1.00,0.28,0.28,0.28",7,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
gemini woman and sagittarius man sexually,Informational,39,50,"1.00,0.79,1.00,1.00,0.55,0.21,0.33,0.21,0.21,0.21,0.21,0.21",14,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
gemini woman compatible signs,"Informational, Commercial",41,50,"0.22,0.44,0.00,0.78,0.78,0.56,0.78,0.33,0.78,0.33,1.00,0.78",27,0.02,0.04,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches"
gemini woman gemini man compatibility,Informational,45,50,"1.00,0.09,0.00,0.09,0.04,0.09,0.81,0.14,0.66,0.04,0.04,0.19",13,0.03,0.04,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
gemini woman sag man compatibility,Informational,44,50,"1.00,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06",10,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
gemini woman virgo man in bed,Informational,36,50,"1.00,1.00,0.36,0.49,0.28,0.21,0.28,0.13,0.21,0.13,0.13,0.13",21,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask"
gemini-cancer cusp compatibility,Informational,47,50,"0.00,0.00,0.29,0.29,0.00,0.64,0.50,0.00,0.79,0.79,0.79,1.00",23,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
geminis and scorpios love,Informational,39,50,"1.00,1.00,0.70,1.00,1.00,1.00,0.42,0.70,1.00,0.28,0.28,0.28",23,0.00,0.04,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
geminis con geminis,Informational,36,50,"1.00,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.64,0.18",16,3.64,0.10,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
geminis es compatible con geminis,Informational,45,50,"1.00,0.18,0.18,1.00,0.18,1.00,0.18,0.18,1.00,0.18,0.18,0.18",15,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
geminis es compatible con leo,Informational,42,50,"0.00,0.63,0.36,0.63,0.18,0.63,0.63,0.63,0.81,0.63,0.63,1.00",15,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
geminis in relationships,Informational,37,50,"0.71,1.00,1.00,0.41,1.00,1.00,0.71,0.56,0.71,0.12,0.56,0.71",29,0.03,0.03,"Sitelinks, AI Overview, Video, People also ask, Related searches"
geminis leo,Informational,44,50,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",17,0.02,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
geminis y geminis son compatibles,Informational,41,50,"1.00,0.18,0.18,1.00,0.18,1.00,0.18,0.18,1.00,0.18,0.18,0.18",16,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
geminis y leo son compatibles,Informational,42,50,"0.64,0.18,0.18,1.00,0.18,0.18,0.18,0.18,1.00,0.18,1.00,1.00",15,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
geminisex,Informational,33,50,"0.00,0.03,0.03,1.00,0.31,0.21,0.03,0.17,0.00,0.00,1.00,0.52",23,0.00,0.13,Sitelinks
gemni and virgo,Informational,44,50,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",22,0.03,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
generate tamil horoscope,Informational,33,50,"0.04,1.00,0.23,0.14,0.66,0.14,0.04,0.14,0.04,0.14,0.14,0.09",28,0.33,0.05,"Reviews, Video, People also ask, Related searches"
girlfriend quizzes,Informational,30,50,"0.26,0.26,0.32,0.32,0.32,0.79,0.79,1.00,0.47,0.05,0.05,0.11",14,0.37,0.02,"Image pack, Video, Video carousel, Related searches"
goat and dog chinese zodiac,Informational,32,50,"0.11,0.11,0.29,0.11,0.11,0.11,0.29,0.11,1.00,0.82,0.64,0.64",8,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
goat and goat compatibility,Informational,41,50,"0.45,0.36,0.36,0.36,0.36,0.18,0.18,0.45,0.64,1.00,0.18,0.18",3,0.00,0.33,"Sitelinks, AI Overview, Reviews, People also ask, Related searches"
goat and horse chinese zodiac,Informational,45,50,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.78,0.78,0.14,0.14",6,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
goat horoscope 2025,Informational,34,50,"1.00,0.71,0.71,1.00,0.71,0.71,0.71,0.43,0.29,0.29,0.29,0.29",18,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
gold tiger chinese zodiac,Informational,34,50,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,0.18,1.00",29,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
golden dragon years,Informational,31,50,"0.14,0.21,0.21,0.14,0.21,0.28,0.49,0.49,1.00,1.00,0.00,0.28",26,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
good match for capricorn,"Informational, Commercial",41,50,"0.07,0.62,0.34,0.07,0.07,0.62,0.00,0.28,0.76,0.28,1.00,0.76",20,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
good relationship rules,Informational,36,50,"0.28,0.35,0.35,0.35,1.00,0.35,0.28,0.28,0.35,0.28,0.21,0.14",9,0.83,0.04,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
grand trine synastry,Informational,36,50,"0.35,0.50,0.50,1.00,0.50,0.50,0.35,0.13,0.21,0.13,0.13,0.13",15,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
grow relationship,Informational,41,50,"1.00,0.09,0.81,1.00,0.27,0.27,0.18,0.45,0.63,0.27,0.45,0.00",27,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
guy getting,Informational,27,50,"0.77,0.44,0.77,0.33,0.55,1.00,1.00,0.55,0.55,0.55,0.55,0.55",23,0.00,0.01,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
having a healthy relationship,Informational,35,50,"0.14,0.14,0.14,0.14,1.00,0.29,0.14,0.14,0.14,0.14,0.14,0.14",34,0.00,0.05,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
he said he is not ready for a relationship,Informational,44,50,"0.70,1.00,1.00,0.70,0.70,0.70,0.70,0.28,0.28,0.28,0.28,0.28",18,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
he's just not that into you sex and the city,Informational,26,50,"0.05,0.41,0.29,0.41,0.29,0.41,0.00,0.29,0.52,0.41,1.00,0.11",28,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
healthy intimacy in a relationship,Informational,37,50,"0.18,0.18,0.45,0.45,1.00,0.63,0.27,0.18,0.18,0.18,0.18,0.18",26,0.75,0.14,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
healthy partner,Informational,41,50,"0.36,1.00,0.27,0.27,0.81,0.45,1.00,0.09,0.63,0.18,0.63,0.63",18,0.04,0.06,"AI Overview, Image pack, Video, People also ask, Related searches"
healthy relationship test,Informational,38,50,"1.00,0.76,0.56,0.76,0.56,0.76,0.21,0.21,0.21,0.21,0.21,0.21",27,0.66,0.35,"Reviews, Video, Video carousel, Related searches"
healthy relationships resources,Informational,43,50,"0.50,0.35,0.28,0.21,1.00,0.50,0.21,1.00,0.14,0.14,0.14,0.14",20,0.00,0.02,"AI Overview, Video, People also ask, Related searches"
hindu astrology marriage prediction,Informational,36,50,"0.63,1.00,0.81,0.45,0.45,0.45,0.63,0.45,0.36,0.45,0.18,0.18",21,0.80,0.07,"Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
horoscope chart in telugu,Informational,34,50,"0.63,0.45,0.45,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18",12,0.00,0.04,"Image pack, Video, Video carousel, Related searches"
horoscope marriage matching in tamil,Informational,45,50,"0.18,0.18,0.18,0.36,0.18,0.18,0.18,0.18,0.18,1.00,1.00,1.00",22,0.00,0.01,"Reviews, Video, Related searches"
horoscope match in telugu,Informational,41,50,"0.82,1.00,0.05,0.05,0.00,0.00,0.05,0.00,0.05,0.00,0.00,0.00",18,0.00,0.00,"Video, Video carousel, Related searches"
horoscope matching in tamil,Informational,45,50,"0.29,0.50,0.35,0.14,0.21,1.00,0.64,0.50,0.50,0.50,0.35,0.35",17,0.00,0.01,"Video, People also ask, Related searches"
horoscope scorpio and capricorn,Informational,41,50,"1.00,1.00,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",15,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
horoscope sign for october 12,Informational,36,50,"0.63,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.63,0.63,0.63,0.63",30,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
horse and dog chinese zodiac,Informational,34,50,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.78,0.78,0.14,0.21",6,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
horse and rat chinese zodiac,Informational,45,50,"0.11,0.11,0.11,0.11,0.17,0.11,0.11,0.41,0.64,1.00,0.11,0.11",11,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask, Related searches"
horse and snake chinese zodiac,Informational,45,50,"0.21,0.13,0.13,0.13,0.13,0.13,0.79,1.00,0.79,0.79,0.13,0.13",8,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
horse chinese zodiac personality female,Informational,32,50,"0.23,0.29,0.23,0.17,0.17,0.23,0.11,0.11,1.00,0.64,0.11,0.11",14,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
horse compatibility chart,Informational,45,50,"0.36,0.43,0.43,0.25,0.36,0.18,0.18,0.18,1.00,1.00,0.18,0.18",21,0.00,0.33,"Sitelinks, Image pack, People also ask, Related searches"
horóscopo chino compatibilidad,Informational,41,50,"0.47,0.74,1.00,0.74,0.74,0.74,0.47,0.47,0.47,0.47,0.00,0.47",21,0.00,0.00,"AI Overview, Video, Video carousel, People also ask, Related searches"
hour of tiger,Informational,33,50,"0.18,0.18,1.00,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,1.00",30,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
how are libra men,Informational,37,50,"0.37,1.00,0.44,0.81,0.81,1.00,0.17,0.17,0.44,0.44,0.17,0.17",28,0.03,0.10,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
how can i make my relationship work,Informational,38,50,"0.14,0.14,0.14,0.21,1.00,0.50,0.28,0.28,0.14,0.14,0.14,0.14",22,1.47,0.24,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
how can you find true love,Informational,39,50,"0.23,0.09,0.19,0.04,0.14,0.04,0.23,0.09,0.52,1.00,0.33,0.66",32,2.78,0.18,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
how can you make your partner happy,Informational,39,50,"0.14,0.14,0.14,0.14,0.78,0.21,0.14,1.00,0.14,0.14,0.14,0.78",13,0.37,0.08,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
how compatible are aquarius and capricorn,Informational,44,50,"0.21,0.79,0.00,0.44,0.79,0.00,0.79,0.10,1.00,0.79,0.56,0.79",22,0.04,0.05,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
how compatible are cancers and taurus,Informational,45,50,"0.82,0.82,1.00,0.18,0.27,0.27,0.64,0.09,0.64,0.64,0.09,0.82",28,0.01,0.03,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
how compatible are gemini and leo,Informational,45,50,"0.35,1.00,0.35,0.62,0.44,0.82,0.82,0.35,0.62,0.26,0.62,0.44",27,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
how compatible are leo and gemini,Informational,45,50,"0.56,0.56,0.56,0.71,0.71,0.71,1.00,0.56,1.00,0.41,1.00,0.27",18,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask, Discussions and forums, Related searches"
how compatible are scorpio and sagittarius,Informational,43,50,"0.74,0.74,0.74,0.52,0.52,0.74,0.74,1.00,0.52,0.22,0.22,0.22",19,0.03,0.05,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
how did you know they were the one,Informational,31,50,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",13,0.00,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches"
how do i know hes the one,Informational,38,50,"0.41,0.56,0.71,0.56,0.71,1.00,0.71,1.00,0.27,0.56,0.41,0.41",21,0.04,0.26,"Sitelinks, AI Overview, Video, People also ask, Related searches"
how do i know if someone is my twin flame,Informational,36,50,"0.78,0.78,1.00,1.00,0.78,0.78,0.55,0.55,0.44,0.22,0.33,0.22",28,0.17,0.42,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
how do i make my relationship work,Informational,41,50,"0.14,0.14,0.14,0.21,1.00,0.50,0.28,0.28,0.14,0.14,0.14,0.14",32,1.47,0.24,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
how do you improve your relationship with your boyfriend,Informational,38,50,"0.07,0.07,0.07,0.07,1.00,0.19,0.11,0.11,0.11,0.07,0.07,0.07",22,0.42,0.38,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
how do you know if you found your twin flame,Informational,36,50,"1.00,0.71,1.00,0.71,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29",25,0.22,0.42,"Sitelinks, AI Overview, Video, People also ask, Related searches"
how do you know if you've found the one,Informational,38,50,"1.00,0.81,0.00,0.00,0.00,0.36,1.00,0.27,1.00,0.17,0.17,0.17",29,0.02,0.30,"Sitelinks, Video, Video carousel, People also ask, Related searches"
how do you know if your boyfriend is the one,Informational,38,50,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.71,0.29,0.29,1.00,1.00",15,0.04,0.25,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
how do you know shes the one,Informational,32,50,"0.36,0.45,0.45,0.36,0.45,0.64,0.36,1.00,0.27,0.18,0.64,0.18",21,0.03,0.14,"Sitelinks, AI Overview, Video, People also ask, Related searches"
how do you know when you've met the one,Informational,35,50,"1.00,1.00,0.06,0.00,0.00,0.06,0.50,0.21,0.79,0.35,0.21,0.35",18,0.03,0.25,"Sitelinks, AI Overview, Video, People also ask, Related searches"
how do you make your relationship work,Informational,41,50,"0.14,0.14,0.29,0.14,1.00,0.50,0.29,0.29,0.14,0.14,0.14,0.14",34,1.47,0.24,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
how healthy is my relationship,Informational,39,50,"0.11,0.23,0.64,1.00,0.64,0.23,0.11,0.11,0.11,0.11,0.11,0.11",17,0.60,0.35,"AI Overview, Reviews, Video, Related searches"
how make relationship stronger,Informational,36,50,"0.78,0.56,0.56,0.56,1.00,0.44,0.22,0.33,0.56,0.44,0.56,0.44",32,0.41,0.19,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
how many people never find love,Informational,35,50,"1.00,1.00,1.00,1.00,1.00,1.00,0.70,1.00,0.28,0.28,0.56,0.56",20,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
how much do you know about your partner quiz,Informational,44,50,"0.00,0.00,0.02,0.00,0.02,0.02,0.06,0.00,1.00,0.00,0.00,0.00",29,0.14,0.21,"Sitelinks, Video, Discussions and forums, Related searches"
how old am i in chinese years,Informational,27,50,"0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,1.00,1.00,1.00,0.17",29,0.00,0.33,"Video, People also ask, Related searches"
how old am i in the chinese calendar,Informational,28,50,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,1.00,0.18",20,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask"
how romantic are you quiz,Informational,35,50,"1.00,1.00,1.00,0.71,0.71,1.00,1.00,0.59,0.71,0.29,0.29,0.29",13,0.00,0.05,"Video, Related searches"
how to be a better spouse,Informational,33,50,"0.44,0.44,0.44,0.44,0.63,0.17,0.37,0.44,0.37,0.44,1.00,0.44",19,3.24,0.94,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
