Keyword,Intent,Relevance,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
ieq9 assessment,Navigational,40,40,"0.17,0.17,1.00,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",2,6.62,0.38,"Sitelinks, Image pack, Video, People also ask, Related searches, Ads top, Ads bottom"
in psychology the term personality refers to,Informational,34,40,"0.64,0.27,0.45,0.27,0.18,0.36,1.00,0.18,0.18,0.18,0.18,0.18",20,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
infj enneagram 4,Informational,56,40,"1.00,1.00,1.00,1.00,0.58,1.00,1.00,0.83,0.83,0.42,1.00,1.00",13,0.00,0.01,"Sitelinks, AI Overview, Image, Video, People also ask, Discussions and forums, Related searches"
infj iq,Informational,40,40,"1.00,1.00,1.00,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33",20,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
influencing and expressive personality meaning,Informational,37,40,"0.17,0.17,1.00,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17",17,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
influential personality type,Informational,43,40,"0.50,0.50,1.00,1.00,0.50,0.75,0.50,0.50,0.75,0.50,0.50,0.50",9,0.00,0.03,"AI Overview, Video, Video carousel, People also ask, Related searches"
infp a or infp t,"Informational, Commercial",44,40,"0.13,0.13,0.50,1.00,0.13,0.13,0.13,0.00,0.13,0.13,0.13,0.13",19,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
infp avatar,Informational,32,40,"0.11,0.11,0.64,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",19,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
infp examples,Informational,44,40,"0.29,0.43,0.29,0.57,1.00,1.00,0.29,0.71,0.71,1.00,1.00,0.71",28,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
infp negative traits,Informational,36,40,"0.27,1.00,0.45,0.45,0.27,0.27,0.18,0.18,0.18,0.18,0.18,0.27",21,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
infp personality careers,Commercial,35,40,"0.26,0.81,0.26,0.62,0.45,0.45,0.45,0.17,0.00,1.00,0.07,0.17",33,0.39,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches"
infp t 4w3,Informational,59,40,"0.11,1.00,0.41,0.11,0.11,0.52,0.11,0.00,0.00,0.00,0.11,0.00",5,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
infp t famous people,Informational,44,40,"0.11,0.11,0.11,1.00,0.64,0.11,0.64,0.00,0.00,0.00,0.05,0.00",24,0.00,0.01,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches"
infp t job types,Commercial,44,40,"1.00,0.23,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",33,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
infp t quotes,Informational,44,40,"0.82,0.11,0.11,0.23,0.11,1.00,0.11,0.00,0.11,0.11,0.11,0.11",16,0.00,0.33,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
infp-t personality celebrities,Informational,36,40,"0.20,0.00,0.00,0.06,0.00,0.80,0.00,1.00,0.14,0.49,0.66,0.29",21,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
inside job mbti,Commercial,45,40,"0.09,0.09,1.00,0.09,0.13,0.09,0.09,0.09,0.09,0.09,0.09,0.09",15,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
insights reformer personality,Informational,59,40,"0.11,0.11,1.00,0.11,0.11,0.23,0.11,0.11,0.11,0.11,0.11,0.11",0,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Ads bottom, Ads middle"
integrative enneagram solutions,Navigational,49,40,"0.71,1.00,1.00,1.00,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27",13,3.16,0.31,"Sitelinks, Reviews, Video, People also ask, Knowledge panel, Related searches, Ads top, Ads bottom"
intg personality,Informational,43,40,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",26,0.33,0.05,"AI Overview, Reviews, Image, Image pack, Video, Video carousel, People also ask, Related searches"
intj 4w3,Informational,42,40,"0.27,0.27,0.27,0.56,0.71,0.41,0.41,0.27,1.00,1.00,0.71,0.71",6,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
intj actors,Informational,31,40,"1.00,0.56,0.56,0.28,0.28,0.56,0.28,1.00,1.00,0.70,0.70,0.56",9,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
intj at work,Informational,32,40,"1.00,0.71,1.00,0.71,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27",16,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
intj charcters,Informational,37,40,"0.00,0.00,0.00,0.00,0.70,1.00,0.00,0.00,0.00,0.00,0.00,0.00",5,0.00,0.33,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches"
intj female celebrities,Informational,30,40,"1.00,0.60,0.40,0.80,0.80,0.60,0.40,0.80,0.80,0.60,0.40,1.00",11,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
intj girl,Informational,32,40,"1.00,0.56,0.56,0.56,0.56,0.11,0.22,1.00,0.78,0.00,0.22,0.22",23,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
intj personality type jobs,Commercial,35,40,"0.18,0.18,0.18,1.00,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.36",19,0.00,0.05,"Sitelinks, AI Overview, Video, People also ask, Related searches"
intj popular people,Informational,37,40,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00",28,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
intj t vs a,Informational,43,40,"0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.36,0.18,0.18",25,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
intj workplace,Informational,32,40,"1.00,0.70,1.00,0.70,1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28",16,0.00,0.33,"Sitelinks, Video, Video carousel, People also ask, Related searches"
intj zodiac signs,Informational,36,40,"1.00,0.56,0.00,0.70,0.56,0.28,0.28,0.28,0.00,0.28,0.28,0.28",16,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
intj 个性,Informational,32,40,"0.71,1.00,0.14,1.00,1.00,0.71,0.71,0.29,0.29,0.29,0.29,0.29",32,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
intjmeaning,Informational,39,40,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",30,0.31,0.02,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches"
intj是什麼,Informational,29,40,"0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.80,0.00,0.80,0.67,1.00",34,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
intp v intj,Informational,34,40,"0.11,0.03,0.00,1.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00",17,0.07,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
intp 男性,Informational,30,40,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",19,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
intp-a characters,Informational,35,40,"0.00,0.00,0.00,0.81,0.37,0.63,0.37,0.44,0.63,0.63,0.81,1.00",28,0.00,0.00,"Sitelinks, Video, People also ask, Carousel, Discussions and forums, Related searches"
intuition personality type,Informational,43,40,"0.70,0.58,0.70,1.00,1.00,1.00,0.27,0.27,0.27,0.27,0.27,0.27",26,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
is 4 and 8 compatible,Informational,60,40,"0.36,0.18,1.00,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",18,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
is entj t rare,Informational,43,40,"1.00,0.28,0.13,0.13,0.63,0.13,0.13,0.00,0.13,0.13,0.13,0.13",20,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
is entp a rare,Informational,44,40,"0.18,0.36,0.18,1.00,0.18,0.18,0.18,0.00,0.18,0.18,0.18,0.18",24,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
is infp t personality rare,Informational,44,40,"1.00,0.18,0.36,1.00,0.18,0.63,0.18,0.18,0.18,0.18,0.18,0.18",34,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
is intj t rare,Informational,43,40,"0.14,0.78,1.00,0.14,0.14,0.28,0.14,0.00,0.14,0.14,0.14,0.14",32,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
is the enneagram demonic,Informational,43,40,"0.18,0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18",11,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
isfj a isfj t 分別,Informational,45,40,"0.18,0.36,0.18,1.00,0.82,0.64,0.18,0.18,0.18,0.18,0.18,0.18",24,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
isfj animal,Informational,45,40,"1.00,0.17,0.17,0.17,1.00,1.00,0.17,0.17,0.17,0.17,0.17,0.17",28,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
isfj women,Informational,35,40,"0.42,0.73,0.73,0.73,0.42,0.73,0.58,0.58,0.42,0.12,1.00,0.58",16,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
istj test,Informational,34,40,"1.00,1.00,1.00,1.00,1.00,1.00,0.50,0.50,0.00,0.00,0.00,0.50",32,0.66,0.52,"Reviews, Video, Video carousel, People also ask, Related searches"
j vs p mbti test,"Informational, Commercial",30,40,"0.18,0.18,1.00,0.18,0.18,0.18,0.00,0.18,0.18,0.18,0.18,0.00",21,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Related searches"
jobs enfp,Commercial,44,40,"0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",23,0.44,0.02,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
jobs for esfj,Commercial,38,40,"0.18,0.18,0.18,0.36,1.00,0.18,0.18,0.18,0.18,0.45,0.45,0.18",22,0.00,0.02,"Sitelinks, AI Overview, People also ask, Related searches"
jobs for esfp personality,Commercial,39,40,"0.18,1.00,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",20,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
jobs for intj personality types,Commercial,34,40,"0.55,0.55,0.78,0.44,0.11,0.22,0.44,0.22,1.00,0.22,0.22,0.55",21,0.18,0.05,"Sitelinks, AI Overview, Video, People also ask, Related searches"
jobs for intjs,"Informational, Commercial",29,40,"0.28,0.17,0.28,0.33,0.06,1.00,0.44,0.17,0.44,0.44,0.33,0.28",28,0.50,0.01,"Sitelinks, Video, People also ask"
jobs for type 2 enneagram,"Informational, Commercial",50,40,"1.00,0.71,0.71,0.71,1.00,0.71,0.56,0.27,0.27,0.27,0.27,0.27",13,0.00,0.02,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
kinesthetic isfj,Informational,45,40,"0.13,0.13,0.50,0.13,0.63,1.00,0.13,0.00,0.13,0.13,0.13,0.13",22,0.00,0.33,"Featured snippet, Sitelinks, Image pack, People also ask, Discussions and forums, Related searches"
levi's mbti,Informational,45,40,"0.63,0.63,0.44,0.44,0.63,0.17,0.00,0.17,0.17,0.17,0.17,1.00",11,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
life path 9 and 6 compatibility,"Informational, Commercial",57,40,"0.57,0.57,0.43,0.43,0.57,0.43,0.57,0.29,0.71,0.71,0.71,1.00",27,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
mbs personality test,Informational,45,40,"0.79,0.59,1.00,1.00,1.00,0.38,1.00,0.79,0.38,0.38,0.38,0.38",0,1.50,0.14,"Video, People also ask, Related searches"
mbti 64 人格,Informational,45,40,"1.00,0.63,0.81,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",18,0.00,0.14,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti 64測試,Informational,45,40,"0.00,0.64,1.00,0.41,0.23,0.00,0.11,0.11,0.11,0.11,0.11,0.11",16,0.00,0.33,"Sitelinks, Video, People also ask, Related searches"
mbti alternative,Informational,39,40,"0.80,0.80,1.00,0.60,0.80,1.00,1.00,0.80,1.00,0.40,0.40,0.40",25,1.48,0.08,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti alternatives,Informational,39,40,"0.57,0.57,0.71,1.00,0.57,0.71,0.71,0.57,0.71,0.29,0.29,0.29",24,1.19,0.07,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti application,Informational,37,40,"0.71,1.00,1.00,1.00,1.00,1.00,0.27,0.27,0.27,0.27,0.27,0.27",30,0.46,0.05,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
mbti as instruments,Informational,45,40,"0.18,0.18,0.18,0.18,1.00,0.18,1.00,0.18,0.18,0.18,0.18,0.18",10,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Related searches"
mbti book,Informational,45,40,"0.00,0.00,0.05,1.00,0.64,0.29,0.52,0.41,0.00,0.00,0.00,0.05",15,0.28,0.72,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
mbti by gender,Informational,45,40,"1.00,0.71,0.71,1.00,1.00,0.71,0.29,0.29,0.29,0.29,0.29,0.29",26,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
mbti distribution percentages,Informational,45,40,"0.07,0.07,0.50,1.00,0.28,0.00,0.00,0.07,0.00,0.00,0.00",29,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches"
mbti for kids,Informational,35,40,"1.00,0.28,0.56,1.00,0.56,0.70,0.42,0.70,0.70,0.14,0.56,0.28",7,0.00,0.00,"Sitelinks, Video, People also ask, Related searches"
mbti form q,Informational,45,40,"0.40,0.40,0.40,0.40,0.40,1.00,1.00,0.80,1.00,0.60,1.00,1.00",28,1.06,0.11,"AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
mbti gender,Informational,45,40,"1.00,0.70,0.70,1.00,1.00,0.70,0.28,0.28,0.28,0.28,0.28,0.28",6,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti graphics,Informational,45,40,"0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00",25,0.00,0.33,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches"
mbti iq ranking,Informational,37,40,"0.63,0.63,0.63,1.00,0.63,0.17,0.17,0.17,0.17,0.17,0.17,0.27",19,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
mbti korea,Informational,32,40,"0.63,1.00,1.00,0.00,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.38",24,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
mbti meaning tiktok,Informational,45,40,"0.11,0.11,0.63,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11",29,0.00,0.33,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
mbti printable test,Informational,36,40,"0.29,0.29,0.29,1.00,1.00,0.29,0.57,0.71,0.57,1.00,0.57,0.29",21,0.00,0.03,"Sitelinks, Reviews, Image pack, Video, Related searches"
mbti rarest types,Informational,45,40,"0.56,1.00,0.67,0.22,0.22,0.22,0.67,0.67,0.67,0.22,0.44,0.22",33,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
mbti test 免费,Informational,45,40,"0.11,0.11,0.64,1.00,0.11,0.41,0.52,0.11,0.11,0.00,0.00,0.00",22,0.39,0.22,"AI Overview, Video, Related searches"
mbti type characters,Informational,38,40,"0.56,1.00,0.67,0.56,0.56,0.44,0.67,0.44,0.44,0.00,0.11,0.67",27,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
mbti type chart,Informational,44,40,"0.13,0.13,0.79,1.00,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13",34,0.00,0.01,"Reviews, Image pack, Video, People also ask, Related searches"
mbti คืออะไร,Informational,45,40,"0.77,0.55,0.22,0.22,0.77,0.44,0.11,0.11,0.33,0.44,1.00,0.44",23,0.00,0.02,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
mbti มี กี่ แบบ,Informational,45,40,"0.22,0.77,0.77,1.00,0.22,0.77,0.77,0.77,0.22,0.22,0.22,0.22",26,0.00,0.05,"AI Overview, Video, People also ask, Related searches"
mbti แต่ละ ตัว ความ หมาย,Informational,45,40,"0.78,0.14,1.00,0.14,0.14,0.14,0.28,0.14,0.14,0.00,0.00,0.14",20,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
mbti 中文 測試,"Informational, Transactional",33,40,"1.00,1.00,0.58,0.70,1.00,0.70,0.27,0.27,0.27,0.27,0.27,0.27",29,0.00,0.11,"Video, Related searches"
mbti 字母 代表,Informational,45,40,"0.45,0.17,0.17,0.17,0.17,1.00,1.00,0.64,0.36,0.36,0.17,0.17",31,0.00,0.33,"AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
mbti 意味,Informational,45,40,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11",12,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
mbti 新測驗,Informational,45,40,"0.11,0.00,0.82,1.00,0.00,0.23,0.00,0.11,0.11,0.11,0.00,0.11",29,0.00,0.36,"Sitelinks, AI Overview, Video, Related searches"
mbti 성격유형 설명,Informational,32,40,"1.00,0.50,0.00,0.00,0.00,0.50,0.35,0.35,0.00,0.29,0.35,0.14",21,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
mbtidatabase,Navigational,43,40,"0.00,1.00,0.00,0.00,0.00,0.50,0.75,0.00,0.50,0.00,0.00,0.50",33,0.00,0.33,"Sitelinks, Video, Related searches"
mbti字母含义,Informational,45,40,"1.00,0.00,0.00,0.00,0.08,0.63,0.81,0.63,0.37,0.37,0.17,0.17",32,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Related searches"
meyer briggs intj,Informational,44,40,"0.00,0.28,0.28,0.06,0.05,0.00,0.00,0.01,0.28,0.01,0.01,1.00",29,0.15,0.07,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Knowledge panel, Related searches"
most compatible enneagram types,Informational,58,40,"0.25,0.75,1.00,0.75,0.50,0.25,0.25,0.25,0.25,0.25,0.25,0.25",22,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
most liked mbti,Informational,38,40,"0.14,0.14,1.00,0.14,0.21,0.35,0.14,0.21,0.14,0.14,0.29,0.14",10,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
mulank 3 and mulank 9 compatibility,Informational,57,40,"0.52,0.11,0.11,0.00,0.41,0.11,1.00,0.11,0.11,0.11,0.11,0.11",16,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
mulank 5 and 9 compatibility,Informational,57,40,"0.00,1.00,0.11,0.23,0.11,0.11,0.11,0.41,0.11,0.11,0.11,0.11",12,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
mulank 8 and 4 compatibility,Informational,60,40,"0.11,0.64,0.00,0.11,1.00,0.11,0.00,0.11,0.11,0.11,0.11,0.11",20,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
mydei mbti,Informational,45,40,"0.08,0.08,0.80,0.08,0.08,0.42,0.08,0.08,0.08,0.08,0.08,1.00",7,0.00,0.33,"Sitelinks, Image, Image pack, Video, People also ask, Related searches"
myers briggs form m,Informational,41,40,"1.00,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",14,0.00,0.02,"AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
myers briggs personality type enfj,Informational,44,40,"0.17,0.64,0.45,0.17,1.00,0.17,0.17,0.17,0.17,0.17,1.00,0.17",27,0.54,0.18,"AI Overview, Reviews, Image, Image pack, Video, Video carousel, People also ask, Related searches"
myers briggs personality types percentage,Informational,52,40,"0.55,0.44,1.00,0.44,0.55,0.22,0.77,0.22,0.33,0.44,0.44,0.55",30,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
myers briggs test for kids,Informational,37,40,"0.57,0.57,0.29,1.00,0.43,0.43,0.43,0.29,0.57,0.29,0.43,0.43",10,0.00,0.00,"Sitelinks, Video, People also ask, Related searches"
myers briggs type indicator form m,Informational,38,40,"1.00,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",22,0.00,0.02,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
