Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
ポケモン ベスト パートナー 診断,53,53,170,13,0.00,https://character-seikaku.memo.wiki/d/%A5%DD%A5%B1%A5%C3%A5%C8%A5%E2%A5%F3%A5%B9%A5%BF%A1%BC,0,0,0.00,0.33,109,"42, 54, 54, 65, 100, 81, 81, 100, 100, 81, 54, 42",2026-08-07,"Image pack, Video, People also ask, Related searches",informational,Organic
ルパン 身長,53,53,260,30,0.00,https://character-seikaku.memo.wiki/d/%A5%EB%A5%D1%A5%F3%BB%B0%C0%A4,0,0,0.00,0.33,103,"100, 67, 67, 29, 24, 24, 24, 29, 19, 29, 29, 29",2026-07-08,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, AI overview",informational,Organic
プリキュア mbti,30,30,720,16,0.00,https://character-seikaku.memo.wiki/d/%A5%B9%A5%DE%A5%A4%A5%EB%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2%21,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,36,36,720,16,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%DF%A4%C8%A5%A2%A5%A4%A5%C9%A5%EB%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2%A2%F6,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,43,43,720,16,0.00,https://character-seikaku.memo.wiki/d/%A4%D2%A4%ED%A4%AC%A4%EB%A5%B9%A5%AB%A5%A4%21%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,48,48,720,16,0.00,https://character-seikaku.memo.wiki/d/%A4%EF%A4%F3%A4%C0%A4%D5%A4%EB%A4%D7%A4%EA%A4%AD%A4%E5%A4%A2%21,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,55,55,720,16,0.00,https://character-seikaku.memo.wiki/d/%A5%C9%A5%AD%A5%C9%A5%AD%21%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,60,60,720,16,0.00,https://character-seikaku.memo.wiki/d/%A5%C7%A5%EA%A5%B7%A5%E3%A5%B9%A5%D1%A1%BC%A5%C6%A5%A3%26%239825%3B%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,63,63,720,16,0.00,https://character-seikaku.memo.wiki/d/Yes%21%A5%D7%A5%EA%A5%AD%A5%E5%A5%A25/Yes%21%A5%D7%A5%EA%A5%AD%A5%E5%A5%A25GoGo%21,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,66,66,720,16,0.00,https://character-seikaku.memo.wiki/d/%A5%D2%A1%BC%A5%EA%A5%F3%A5%B0%A4%C3%A4%C9%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,68,68,720,16,0.00,https://character-seikaku.memo.wiki/d/%A5%C7%A5%EA%A5%B7%A5%E3%A5%B9%A5%D1%A1%BC%A5%C6%A5%A3%26%239825%3B%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,71,71,720,16,0.00,https://character-seikaku.memo.wiki/d/%A5%D2%A1%BC%A5%EA%A5%F3%A5%B0%A4%C3%A4%C9%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,75,75,720,16,0.00,https://character-seikaku.memo.wiki/d/%A5%CF%A1%BC%A5%C8%A5%AD%A5%E3%A5%C3%A5%C1%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2%21,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,79,79,720,16,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%E9%A5%AD%A5%E9%A1%F9%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2%A5%A2%A5%E9%A5%E2%A1%BC%A5%C9,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,81,81,720,16,0.00,https://character-seikaku.memo.wiki/d/%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2%A5%AA%A1%BC%A5%EB%A5%B9%A5%BF%A1%BC%A5%BA%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,83,83,720,16,0.00,https://character-seikaku.memo.wiki/d/Go%21%A5%D7%A5%EA%A5%F3%A5%BB%A5%B9%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,84,84,720,16,0.00,https://character-seikaku.memo.wiki/d/%A5%CF%A5%D4%A5%CD%A5%B9%A5%C1%A5%E3%A1%BC%A5%B8%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2%21,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,89,89,720,16,0.00,https://character-seikaku.memo.wiki/d/Go%21%A5%D7%A5%EA%A5%F3%A5%BB%A5%B9%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,93,93,720,16,0.00,https://character-seikaku.memo.wiki/d/%A5%C8%A5%ED%A5%D4%A5%AB%A5%EB%A1%C1%A5%B8%A5%E5%21%A5%D7%A5%EA%A5%AD%A5%E5%A5%A2,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,96,96,720,16,0.00,https://character-seikaku.memo.wiki/d/%A5%B8%A5%E3%A5%F3%A5%EB%CA%CC%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
プリキュア mbti,97,97,720,16,0.00,https://character-seikaku.memo.wiki/d/%CB%D9%A4%B5%A4%F3%A4%C8%B5%DC%C2%BC%A4%AF%A4%F3,0,0,0.00,0.33,106,"88, 72, 72, 59, 48, 48, 72, 100, 72, 72, 59, 48",2026-08-08,"Image pack, Image, People also ask, Related searches",informational,Organic
5w4 エニアグラム,18,18,90,23,0.00,https://character-seikaku.memo.wiki/d/5w4,0,0,0.00,0.02,108,"79, 64, 50, 64, 64, 50, 79, 79, 79, 100, 79, 64",2026-06-27,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
5w4 エニアグラム,36,36,90,23,0.00,https://character-seikaku.memo.wiki/d/5w4%A1%CA%B0%F8%BD%AC%A4%F2%C2%C7%C7%CB%A4%B9%A4%EB%BF%CD%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.02,108,"79, 64, 50, 64, 64, 50, 79, 79, 79, 100, 79, 64",2026-06-27,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
誠 スクール デイズ,50,50,110,40,0.00,https://character-seikaku.memo.wiki/d/School%20Days,0,0,0.00,0.33,127,"82, 53, 65, 65, 53, 65, 100, 65, 53, 82, 53, 82",2026-06-25,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
アオハライド 名言,59,57,210,14,0.00,https://character-seikaku.memo.wiki/d/%A5%A2%A5%AA%A5%CF%A5%E9%A5%A4%A5%C9,0,0,0.00,0.33,107,"35, 29, 35, 35, 54, 35, 100, 54, 35, 23, 29, 29",2026-08-17,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
血液 型 キャラ,33,33,140,23,0.00,https://character-seikaku.memo.wiki/d/%B7%EC%B1%D5%B7%BF%A4%AF%A4%F3%A1%AA,0,0,0.00,0.33,152,"67, 100, 67, 81, 81, 52, 81, 52, 100, 67, 67, 67",2026-08-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
血液 型 キャラ,39,39,140,23,0.00,https://character-seikaku.memo.wiki/d/%B7%EC%B1%D5%B7%BF%A4%AF%A4%F3%A1%AA,0,0,0.00,0.33,152,"67, 100, 67, 81, 81, 52, 81, 52, 100, 67, 67, 67",2026-08-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ヒロアカ 相性 診断,30,30,260,12,0.00,https://character-seikaku.memo.wiki/d/%CB%CD%A4%CE%A5%D2%A1%BC%A5%ED%A1%BC%A5%A2%A5%AB%A5%C7%A5%DF%A5%A2,0,0,0.00,0.33,107,"67, 82, 54, 67, 67, 100, 82, 44, 44, 54, 54, 23",2026-08-06,"Video, People also ask, Related searches",commercial,Organic
トリコ 女 キャラ,44,44,260,25,0.00,https://character-seikaku.memo.wiki/d/%A5%C8%A5%EA%A5%B3,0,0,0.00,0.33,134,"100, 82, 67, 82, 82, 54, 67, 54, 54, 67, 67, 100",2026-06-29,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
性格 一覧 キャラ,19,19,590,12,0.00,https://character-seikaku.memo.wiki/d/%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0.33,139,"67, 67, 55, 55, 55, 55, 82, 67, 100, 100, 82, 82",2026-07-27,"Image pack, Sitelinks, People also ask, Related searches",informational,Organic
性格 一覧 キャラ,23,23,590,12,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%E3%A5%E9%A5%AF%A5%BF%A1%BC%B0%EC%CD%F7%28MBTI%29,0,0,0.00,0.33,139,"67, 67, 55, 55, 55, 55, 82, 67, 100, 100, 82, 82",2026-07-27,"Image pack, Sitelinks, People also ask, Related searches",informational,Organic
性格 一覧 キャラ,46,46,590,12,0.00,https://character-seikaku.memo.wiki/d/%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0.33,139,"67, 67, 55, 55, 55, 55, 82, 67, 100, 100, 82, 82",2026-07-27,"Image pack, Sitelinks, People also ask, Related searches",informational,Organic
性格 一覧 キャラ,53,53,590,12,0.00,https://character-seikaku.memo.wiki/,0,0,0.00,0.33,139,"67, 67, 55, 55, 55, 55, 82, 67, 100, 100, 82, 82",2026-07-27,"Image pack, Sitelinks, People also ask, Related searches",informational,Organic
性格 一覧 キャラ,59,59,590,12,0.00,https://character-seikaku.memo.wiki/d/%BC%E7%BF%CD%B8%F8%A5%AD%A5%E3%A5%E9%B0%EC%CD%F7,0,0,0.00,0.33,139,"67, 67, 55, 55, 55, 55, 82, 67, 100, 100, 82, 82",2026-07-27,"Image pack, Sitelinks, People also ask, Related searches",informational,Organic
性格 一覧 キャラ,65,65,590,12,0.00,https://character-seikaku.memo.wiki/d/%A5%B8%A5%E3%A5%F3%A5%EB%CA%CC%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0.33,139,"67, 67, 55, 55, 55, 55, 82, 67, 100, 100, 82, 82",2026-07-27,"Image pack, Sitelinks, People also ask, Related searches",informational,Organic
キングダム 診断 ビジネス,35,35,140,27,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%F3%A5%B0%A5%C0%A5%E0,0,0,0.00,0.33,108,"100, 81, 2, 100, 44, 8, 19, 4, 2, 2, 2, 2",2026-08-10,"Image pack, Sitelinks, Video, Related searches","informational, navigational",Organic
朝日奈 風 斗,47,47,320,29,0.00,https://character-seikaku.memo.wiki/d/BROTHERS%20CONFLICT,0,0,0.00,0.33,93,"67, 67, 54, 81, 54, 54, 54, 54, 100, 67, 81, 54",2026-08-07,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
性格キャラクターテスト,68,79,27100,25,0.36,https://character-seikaku.memo.wiki/,0,0,0.00,0,117,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100",2026-08-17,"Video, Related searches",informational,Organic
性格キャラクターテスト,86,94,27100,25,0.36,https://character-seikaku.memo.wiki/d/%A5%AD%A5%E3%A5%E9%A5%AF%A5%BF%A1%BC%B0%EC%CD%F7%28MBTI%29,0,0,0.00,0,117,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100",2026-08-17,"Video, Related searches",informational,Organic
約 ネバ iq テスト,50,50,110,17,0.00,https://character-seikaku.memo.wiki/d/%CC%F3%C2%AB%A4%CE%A5%CD%A5%D0%A1%BC%A5%E9%A5%F3%A5%C9,0,0,0.00,0.01,108,"81, 100, 81, 43, 67, 67, 52, 33, 67, 43, 33, 43",2026-07-03,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
めだか ボックス キャラ,32,32,720,30,0.00,https://character-seikaku.memo.wiki/d/%A4%E1%A4%C0%A4%AB%A5%DC%A5%C3%A5%AF%A5%B9,0,0,0.00,0.33,121,"82, 82, 82, 67, 67, 82, 100, 82, 67, 82, 82, 82",2026-07-25,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
entj intj 相性,20,20,390,22,0.00,https://character-seikaku.memo.wiki/d/INTJ-ENTJ,0,0,0.00,0.33,91,"100, 100, 100, 81, 81, 67, 81, 67, 67, 100, 100, 67",2026-07-11,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
サザエ さん 学校,49,49,70,28,0.00,https://character-seikaku.memo.wiki/d/%A5%B5%A5%B6%A5%A8%A4%B5%A4%F3,0,0,0.00,0.33,107,"4, 4, 4, 65, 42, 4, 4, 4, 65, 4, 12, 100",2026-08-12,"Image pack, Sitelinks, Image, People also ask, Related searches, AI overview",informational,Organic
ザボーイズ 相関 図,57,57,390,17,0.00,https://character-seikaku.memo.wiki/d/%A5%B6%A1%A6%A5%DC%A1%BC%A5%A4%A5%BA,0,0,0.00,0.33,117,"9, 6, 9, 11, 9, 11, 14, 14, 7, 2, 46, 100",2026-07-17,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
一番好きな花 考察,44,44,320,20,0.00,https://character-seikaku.memo.wiki/d/%A4%A4%A4%C1%A4%D0%A4%F3%A4%B9%A4%AD%A4%CA%B2%D6,0,0,0.00,0,105,"0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 100, 54",2026-07-04,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
エリチセ,34,34,210,36,0.00,https://character-seikaku.memo.wiki/d/%CB%E2%CB%A1%BB%C8%A4%A4%A4%CE%B2%C7,0,0,0.00,0.33,0,"19, 19, 16, 100, 24, 19, 16, 8, 10, 16, 16, 8",2026-08-01,"Sitelinks, Video",navigational,Organic
ゆる キャン キャラ 名前,49,49,210,19,0.00,https://character-seikaku.memo.wiki/d/%A4%E6%A4%EB%A5%AD%A5%E3%A5%F3%A2%A4,0,0,0.00,0.33,161,"53, 44, 100, 81, 81, 100, 81, 44, 34, 81, 81, 81",2026-06-29,"Image pack, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
ワン パンマン キャラ 診断,84,84,90,11,0.00,https://character-seikaku.memo.wiki/d/%A4%BD%A4%EC%A4%A4%A4%B1%21%A5%A2%A5%F3%A5%D1%A5%F3%A5%DE%A5%F3,0,0,0.00,0.33,107,"2, 2, 2, 66, 100, 2, 2, 2, 5, 7, 3, 2",2026-07-30,"Video, Related searches",commercial,Organic
カイジ 小田切,62,62,170,31,0.00,https://character-seikaku.memo.wiki/d/%C5%D2%C7%EE%C7%CB%B2%FC%CF%BF%A5%AB%A5%A4%A5%B8,0,0,0.00,0.33,107,"35, 29, 35, 29, 44, 100, 35, 29, 29, 35, 29, 35",2026-06-24,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
ザボーイズ キャラクター,37,37,590,29,0.00,https://character-seikaku.memo.wiki/d/%A5%B6%A1%A6%A5%DC%A1%BC%A5%A4%A5%BA,0,0,0.00,0.33,192,"14, 14, 17, 17, 11, 14, 17, 11, 17, 68, 100, 46",2026-07-28,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
fate hcg,48,48,110,11,0.00,https://character-seikaku.memo.wiki/d/Fate/stay%20night,0,0,0.00,0.33,92,"53, 100, 44, 22, 22, 28, 34, 28, 34, 34, 28, 22",2026-07-26,Sitelinks,informational,Organic
マリア 様 が み てる 登場 人物,46,46,70,23,0.00,https://character-seikaku.memo.wiki/d/%A5%DE%A5%EA%A5%A2%CD%CD%A4%AC%A4%DF%A4%C6%A4%EB,0,0,0.00,0.33,132,"36, 100, 44, 3, 5, 3, 3, 18, 18, 3, 3, 3",2026-08-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ポケモン 性格 個性,61,61,390,19,0.00,https://character-seikaku.memo.wiki/d/%A5%DD%A5%B1%A5%C3%A5%C8%A5%E2%A5%F3%A5%B9%A5%BF%A1%BC%A1%CA%B8%B6%BA%EE%A1%CB,0,0,0.00,0.33,106,"36, 36, 54, 44, 100, 100, 67, 54, 36, 44, 24, 29",2026-06-26,"Sitelinks, Video, People also ask, Related searches",informational,Organic
宇宙 兄弟 アマンティ 占い むった,51,51,70,21,0.00,https://character-seikaku.memo.wiki/d/%B1%A7%C3%E8%B7%BB%C4%EF,0,0,0.00,0.33,104,"10, 3, 100, 5, 3, 10, 3, 3, 23, 10, 13, 3",2026-08-11,"Video, People also ask, Related searches, AI overview",informational,Organic
佐藤 院 麗子,27,27,110,21,0.00,https://character-seikaku.memo.wiki/d/%C1%F3%A4%CE%C8%E0%CA%FD%A4%CE%A5%D5%A5%A9%A1%BC%A5%EA%A5%BA%A5%E0,0,0,0.00,0.33,102,"79, 100, 79, 50, 64, 100, 50, 79, 64, 100, 64, 79",2026-07-18,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,Organic
ゴーオンジャー 女装,46,46,90,16,0.00,https://character-seikaku.memo.wiki/d/%B1%EA%BF%C0%C0%EF%C2%E2%A5%B4%A1%BC%A5%AA%A5%F3%A5%B8%A5%E3%A1%BC,0,0,0.00,0.33,156,"3, 100, 29, 19, 1, 1, 1, 3, 1, 1, 1, 1",2026-06-25,"Image pack, Video, People also ask, Related searches",informational,Organic
スター ウォーズ 診断,19,19,170,24,0.00,https://character-seikaku.memo.wiki/d/%A5%B9%A5%BF%A1%BC%A1%A6%A5%A6%A5%A9%A1%BC%A5%BA%20EP.1-3,0,0,0.00,0.33,178,"35, 35, 29, 29, 23, 19, 35, 23, 23, 29, 81, 100",2026-08-11,"Sitelinks, Reviews, Video, Image, Related searches",informational,Organic
ダーカー ザン ブラック ヘイ,37,37,140,30,0.00,https://character-seikaku.memo.wiki/d/DARKER%20THAN%20BLACK%20-%B9%F5%A4%CE%B7%C0%CC%F3%BC%D4-,0,0,0.00,0.33,159,"52, 52, 81, 52, 52, 81, 100, 52, 52, 81, 43, 52",2026-07-15,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
ケロロ 軍曹 アニヲタ,26,26,50,18,0.00,https://character-seikaku.memo.wiki/d/%A5%B1%A5%ED%A5%ED%B7%B3%C1%E2,0,0,0.00,0.33,106,"100, 5, 3, 3, 3, 5, 8, 5, 3, 3, 3, 44",2026-07-31,"Video, Related searches",navigational,Organic
ヒロアカ 告白 診断,31,31,50,12,0.00,https://character-seikaku.memo.wiki/d/%CB%CD%A4%CE%A5%D2%A1%BC%A5%ED%A1%BC%A5%A2%A5%AB%A5%C7%A5%DF%A5%A2,0,0,0.00,0.33,108,"52, 81, 100, 5, 5, 19, 5, 5, 19, 5, 5, 5",2026-08-14,"Video, People also ask, Related searches",informational,Organic
バイキンマン 性格,45,45,210,29,0.00,https://character-seikaku.memo.wiki/d/%A4%BD%A4%EC%A4%A4%A4%B1%21%A5%A2%A5%F3%A5%D1%A5%F3%A5%DE%A5%F3,0,0,0.00,0.33,0,"65, 65, 100, 100, 65, 81, 65, 65, 81, 65, 81, 81",2026-07-28,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
あん スタ キャラ 診断,46,46,320,9,0.00,https://character-seikaku.memo.wiki/d/%A4%A2%A4%F3%A4%B5%A4%F3%A4%D6%A4%EB%A5%B9%A5%BF%A1%BC%A5%BA%A1%AA%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,110,"36, 30, 30, 36, 24, 19, 24, 24, 36, 36, 36, 100",2026-06-27,"Image pack, Video, Related searches",informational,Organic
えむ えむ っ キャラクター,45,45,90,28,0.00,https://character-seikaku.memo.wiki/d/%A4%A8%A4%E0%A4%A8%A4%E0%A4%C3%21,0,0,0.00,0.33,134,"29, 50, 64, 36, 100, 79, 64, 79, 79, 79, 100, 50",2026-08-06,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches, See results about, AI overview",informational,Organic
daigo mbti,49,49,210,32,0.00,https://character-seikaku.memo.wiki/d/Fate/Grand%20Order,0,0,0.00,0.33,109,"100, 67, 54, 44, 36, 67, 82, 67, 36, 44, 54, 54",2026-07-17,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
honeyworks 夏樹,49,49,390,28,0.00,https://character-seikaku.memo.wiki/d/HoneyWorks%20%B9%F0%C7%F2%BC%C2%B9%D4%B0%D1%B0%F7%B2%F1,0,0,0.00,0.33,125,"54, 67, 100, 100, 100, 81, 54, 67, 67, 81, 67, 54",2026-07-12,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
間宮 羽 咲,33,33,170,25,0.00,https://character-seikaku.memo.wiki/d/%C1%C7%C0%B2%A4%E9%A4%B7%A4%AD%C6%FC%A1%B9%20%A1%C1%C9%D4%CF%A2%C2%B3%C2%B8%BA%DF%A1%C1,0,0,0.00,0.33,91,"44, 44, 28, 34, 34, 44, 66, 53, 53, 66, 66, 100",2026-08-11,"Image pack, Video, People also ask, Related searches",informational,Organic
妖夢 性格,58,58,110,30,0.00,https://character-seikaku.memo.wiki/d/%C5%EC%CA%FDproject,0,0,0.00,0.33,111,"53, 82, 53, 65, 41, 65, 65, 41, 65, 100, 100, 53",2026-07-23,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
グラン メゾン 東京 キャラクター,25,25,260,31,0.00,https://character-seikaku.memo.wiki/d/%A5%B0%A5%E9%A5%F3%A5%E1%A5%BE%A5%F3%C5%EC%B5%FE,0,0,0.00,0.33,153,"100, 82, 54, 44, 44, 67, 100, 54, 36, 54, 82, 100",2026-07-22,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
けい おん 身長,48,48,170,29,0.00,https://character-seikaku.memo.wiki/d/%A4%B1%A4%A4%A4%AA%A4%F3%21,0,0,0.00,0.33,107,"36, 44, 44, 36, 28, 36, 44, 44, 44, 44, 67, 100",2026-07-05,"Image pack, Sitelinks, People also ask, Related searches, AI overview",informational,Organic
けい おん 身長,49,49,170,29,0.00,https://character-seikaku.memo.wiki/d/%A4%B1%A4%A4%A4%AA%A4%F3%21,0,0,0.00,0.33,107,"36, 44, 44, 36, 28, 36, 44, 44, 44, 44, 67, 100",2026-07-05,"Image pack, Sitelinks, People also ask, Related searches, AI overview",informational,Organic
estp character,47,47,50,35,0.00,https://character-seikaku.memo.wiki/d/ESTP%A1%CA%B5%AF%B6%C8%B2%C8%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.33,159,"100, 3, 3, 3, 5, 3, 18, 3, 3, 3, 3, 3",2026-08-04,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
4w5,42,42,720,16,0.00,https://character-seikaku.memo.wiki/d/4w5%A1%CA%A5%DC%A5%D8%A5%DF%A5%A2%A5%F3%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.33,122,"100, 100, 100, 100, 100, 82, 82, 67, 82, 82, 82, 67",2026-07-26,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
トリニティ セブン レヴィ,55,55,110,31,0.00,https://character-seikaku.memo.wiki/d/%A5%C8%A5%EA%A5%CB%A5%C6%A5%A3%A5%BB%A5%D6%A5%F3%207%BF%CD%A4%CE%CB%E2%BD%F1%BB%C8%A4%A4,0,0,0.00,0.33,165,"52, 67, 33, 100, 43, 43, 43, 43, 33, 52, 43, 52",2026-07-10,"Knowledge panel, Image pack, Image, People also ask, Related searches",informational,Organic
あん スタ 頭 の 良さ,26,26,110,16,0.00,https://character-seikaku.memo.wiki/d/%A4%A2%A4%F3%A4%B5%A4%F3%A4%D6%A4%EB%A5%B9%A5%BF%A1%BC%A5%BA%A1%AA,0,0,0.00,0.33,107,"82, 82, 82, 65, 53, 53, 65, 65, 53, 53, 82, 100",2026-07-19,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
あん スタ 頭 の 良さ,30,30,110,16,0.00,https://character-seikaku.memo.wiki/d/%A4%A2%A4%F3%A4%B5%A4%F3%A4%D6%A4%EB%A5%B9%A5%BF%A1%BC%A5%BA%A1%AA,0,0,0.00,0.33,107,"82, 82, 82, 65, 53, 53, 65, 65, 53, 53, 82, 100",2026-07-19,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
